Date,DEXCHUS
2023-07-31,7.1426
2023-08-01,7.1775
2023-08-02,7.192
2023-08-03,7.1651
2023-08-04,7.1709
2023-08-07,7.1895
2023-08-08,7.216
2023-08-09,7.2085
2023-08-10,7.2165
2023-08-11,7.2367
2023-08-14,7.2585
2023-08-15,7.2817
2023-08-16,7.2985
2023-08-17,7.291
2023-08-18,7.28
2023-08-21,7.2865
2023-08-22,7.293
2023-08-23,7.2771
2023-08-24,7.2786
2023-08-25,7.289
2023-08-28,7.29
2023-08-29,7.2796
2023-08-30,7.2839
2023-08-31,7.2582
2023-09-01,7.2606
2023-09-04,
2023-09-05,7.3018
2023-09-06,7.316
2023-09-07,7.3287
2023-09-08,7.343
2023-09-11,7.2882
2023-09-12,7.2911
2023-09-13,7.27
2023-09-14,7.277
2023-09-15,7.2744
2023-09-18,7.2915
2023-09-19,7.2964
2023-09-20,7.287
2023-09-21,7.3066
2023-09-22,7.298
2023-09-25,7.311
2023-09-26,7.31
2023-09-27,7.3105
2023-09-28,7.301
2023-09-29,7.296
2023-10-02,7.296
2023-10-03,7.296
2023-10-04,7.296
2023-10-05,7.296
2023-10-06,7.296
2023-10-09,
2023-10-10,7.2948
2023-10-11,7.2992
2023-10-12,7.3019
2023-10-13,7.3049
2023-10-16,7.3105
2023-10-17,7.3105
2023-10-18,7.3161
2023-10-19,7.3126
2023-10-20,7.3155
2023-10-23,7.3158
2023-10-24,7.309
2023-10-25,7.3165
2023-10-26,7.315
2023-10-27,7.3171
2023-10-30,7.3133
2023-10-31,7.3166
2023-11-01,7.3175
2023-11-02,7.316
2023-11-03,7.3005
2023-11-06,7.2695
2023-11-07,7.2788
2023-11-08,7.28
2023-11-09,7.2835
2023-11-10,
2023-11-13,7.289
2023-11-14,7.253
2023-11-15,7.2466
2023-11-16,7.2416
2023-11-17,7.212
2023-11-20,7.168
2023-11-21,7.1352
2023-11-22,7.155
2023-11-23,
2023-11-24,7.1488
2023-11-27,7.1528
2023-11-28,7.138
2023-11-29,7.13
2023-11-30,7.136
2023-12-01,7.1386
2023-12-04,7.1424
2023-12-05,7.1444
2023-12-06,7.158
2023-12-07,7.1515
2023-12-08,7.1645
2023-12-11,7.1765
2023-12-12,7.1755
2023-12-13,7.1725
2023-12-14,7.1088
2023-12-15,7.1179
2023-12-18,7.1297
2023-12-19,7.1287
2023-12-20,7.1355
2023-12-21,7.1381
2023-12-22,7.1315
2023-12-25,
2023-12-26,7.1432
2023-12-27,7.1405
2023-12-28,7.1065
2023-12-29,7.0999
