Date,DEXUSUK
2020-08-03,1.3053
2020-08-04,1.3059
2020-08-05,1.3141
2020-08-06,1.3147
2020-08-07,1.3043
2020-08-10,1.3082
2020-08-11,1.3077
2020-08-12,1.3047
2020-08-13,1.3082
2020-08-14,1.3108
2020-08-17,1.3105
2020-08-18,1.3228
2020-08-19,1.3191
2020-08-20,1.319
2020-08-21,1.3098
2020-08-24,1.3078
2020-08-25,1.3136
2020-08-26,1.3186
2020-08-27,1.3229
2020-08-28,1.3341
2020-08-31,1.3375
2020-09-01,1.3416
2020-09-02,1.3315
2020-09-03,1.3263
2020-09-04,1.323
2020-09-07,
2020-09-08,1.3039
2020-09-09,1.3011
2020-09-10,1.2846
2020-09-11,1.2788
2020-09-14,1.2876
2020-09-15,1.2866
2020-09-16,1.298
2020-09-17,1.2955
2020-09-18,1.295
2020-09-21,1.2794
2020-09-22,1.2726
2020-09-23,1.275
2020-09-24,1.2739
2020-09-25,1.2706
2020-09-28,1.2865
2020-09-29,1.2847
2020-09-30,1.2921
2020-10-01,1.2901
2020-10-02,1.2928
2020-10-05,1.2972
2020-10-06,1.2945
2020-10-07,1.2914
2020-10-08,1.2944
2020-10-09,1.3003
2020-10-12,
2020-10-13,1.2968
2020-10-14,1.3023
2020-10-15,1.2917
2020-10-16,1.2931
2020-10-19,1.2998
2020-10-20,1.2951
2020-10-21,1.3143
2020-10-22,1.309
2020-10-23,1.3039
2020-10-26,1.3021
2020-10-27,1.3067
2020-10-28,1.2997
2020-10-29,1.289
2020-10-30,1.2933
2020-11-02,1.2904
2020-11-03,1.305
2020-11-04,1.3021
2020-11-05,1.3116
2020-11-06,1.3162
2020-11-09,1.3137
2020-11-10,1.3234
2020-11-11,
2020-11-12,1.3142
2020-11-13,1.3176
2020-11-16,1.3197
2020-11-17,1.3247
2020-11-18,1.3299
2020-11-19,1.3225
2020-11-20,1.3294
2020-11-23,1.33
2020-11-24,1.335
2020-11-25,1.3378
2020-11-26,
2020-11-27,
2020-11-30,1.3338
2020-12-01,1.3392
2020-12-02,1.3348
2020-12-03,1.3496
2020-12-04,1.3485
2020-12-07,1.3353
2020-12-08,1.3358
2020-12-09,1.3392
2020-12-10,1.3293
2020-12-11,1.3197
2020-12-14,1.3324
2020-12-15,1.3434
2020-12-16,1.3503
2020-12-17,1.3609
2020-12-18,1.3497
2020-12-21,1.3354
2020-12-22,1.3349
2020-12-23,1.351
2020-12-24,
2020-12-25,
2020-12-28,1.3447
2020-12-29,1.3512
2020-12-30,1.3605
2020-12-31,1.3662
