Date,DEXUSEU
2023-09-07,1.0704
2023-09-08,1.0709
2023-09-11,1.0744
2023-09-12,1.0726
2023-09-13,1.0737
2023-09-14,1.066
2023-09-15,1.0673
2023-09-18,1.0695
2023-09-19,1.0684
2023-09-20,1.0715
2023-09-21,1.0664
2023-09-22,1.066
2023-09-25,1.0591
2023-09-26,1.0573
2023-09-27,1.051
2023-09-28,1.0578
2023-09-29,1.0584
2023-10-02,1.05
2023-10-03,1.0453
2023-10-04,1.0518
2023-10-05,1.0527
2023-10-06,1.0596
2023-10-09,
2023-10-10,1.0618
2023-10-11,1.062
2023-10-12,1.0553
2023-10-13,1.0502
2023-10-16,1.0546
2023-10-17,1.0593
2023-10-18,1.0532
2023-10-19,1.057
2023-10-20,1.0592
2023-10-23,1.0646
2023-10-24,1.0595
2023-10-25,1.0583
2023-10-26,1.0532
2023-10-27,1.0592
2023-10-30,1.062
2023-10-31,1.0568
2023-11-01,1.0538
2023-11-02,1.0618
2023-11-03,1.0733
2023-11-06,1.0747
2023-11-07,1.0687
2023-11-08,1.0715
2023-11-09,1.071
2023-11-10,
2023-11-13,1.07
2023-11-14,1.0861
2023-11-15,1.0853
2023-11-16,1.0851
2023-11-17,1.0879
2023-11-20,1.0945
2023-11-21,1.0923
2023-11-22,1.0871
2023-11-23,
2023-11-24,1.0934
2023-11-27,1.0937
2023-11-28,1.1007
2023-11-29,1.0969
2023-11-30,1.0908
2023-12-01,1.0878
2023-12-04,1.0824
2023-12-05,1.0787
2023-12-06,1.079
2023-12-07,1.0794
2023-12-08,1.0746
2023-12-11,1.0747
2023-12-12,1.079
2023-12-13,1.0793
2023-12-14,1.0997
2023-12-15,1.0906
2023-12-18,1.092
2023-12-19,1.0977
2023-12-20,1.0957
2023-12-21,1.099
2023-12-22,1.1008
2023-12-25,
2023-12-26,1.1035
2023-12-27,1.1114
2023-12-28,1.1073
2023-12-29,1.1062
