일자,수익률,대비
2020-07-07,0.701,-0.009
2020-07-08,0.698,-0.003
2020-07-09,0.702,0.004
2020-07-10,0.703,0.001
2020-07-13,0.71,0.007
2020-07-14,0.704,-0.006
2020-07-15,0.7,-0.004
2020-07-16,0.691,-0.009
2020-07-17,0.682,-0.009
2020-07-20,0.674,-0.008
2020-07-21,0.684,0.01
2020-07-22,0.68,-0.004
2020-07-23,0.672,-0.008
2020-07-24,0.671,-0.001
2020-07-27,0.671,0.0
2020-07-28,0.677,0.006
2020-07-29,0.673,-0.004
2020-07-30,0.664,-0.009
2020-07-31,0.658,-0.006
2020-08-03,0.655,-0.003
2020-08-04,0.657,0.002
2020-08-05,0.649,-0.008
2020-08-06,0.653,0.004
2020-08-07,0.655,0.002
2020-08-10,0.668,0.013
2020-08-11,0.664,-0.004
2020-08-12,0.672,0.008
2020-08-13,0.667,-0.005
2020-08-14,0.673,0.006
2020-08-18,0.664,-0.009
2020-08-19,0.662,-0.002
2020-08-20,0.667,0.005
2020-08-21,0.683,0.016
2020-08-24,0.67,-0.013
2020-08-25,0.672,0.002
2020-08-26,0.677,0.005
2020-08-27,0.682,0.005
2020-08-28,0.701,0.019
2020-08-31,0.722,0.021
2020-09-01,0.746,0.024
2020-09-02,0.72,-0.026
2020-09-03,0.721,0.001
2020-09-04,0.731,0.01
2020-09-07,0.748,0.017
2020-09-08,0.733,-0.015
2020-09-09,0.71,-0.023
2020-09-10,0.708,-0.002
2020-09-11,0.714,0.006
2020-09-14,0.709,-0.005
2020-09-15,0.699,-0.01
2020-09-16,0.7,0.001
2020-09-17,0.705,0.005
2020-09-18,0.7,-0.005
2020-09-21,0.699,-0.001
2020-09-22,0.694,-0.005
2020-09-23,0.686,-0.008
2020-09-24,0.674,-0.012
2020-09-25,0.674,0.0
2020-09-28,0.668,-0.006
2020-09-29,0.668,0.0
2020-10-05,0.679,0.011
2020-10-06,0.687,0.008
2020-10-07,0.685,-0.002
2020-10-08,0.683,-0.002
2020-10-12,0.69,0.007
2020-10-13,0.689,-0.001
2020-10-14,0.68,-0.009
2020-10-15,0.671,-0.009
2020-10-16,0.674,0.003
2020-10-19,0.673,-0.001
2020-10-20,0.679,0.006
2020-10-21,0.685,0.006
2020-10-22,0.68,-0.005
2020-10-23,0.675,-0.005
2020-10-26,0.673,-0.002
2020-10-27,0.677,0.004
2020-10-28,0.674,-0.003
2020-10-29,0.678,0.004
2020-10-30,0.68,0.002
2020-11-02,0.698,0.018
2020-11-03,0.702,0.004
2020-11-04,0.693,-0.009
2020-11-05,0.681,-0.012
2020-11-06,0.689,0.008
2020-11-09,0.694,0.005
2020-11-10,0.704,0.01
2020-11-11,0.71,0.006
2020-11-12,0.701,-0.009
2020-11-13,0.699,-0.002
2020-11-16,0.7,0.001
2020-11-17,0.698,-0.002
2020-11-18,0.693,-0.005
2020-11-19,0.695,0.002
2020-11-20,0.699,0.004
2020-11-23,0.692,-0.007
2020-11-24,0.699,0.007
2020-11-25,0.707,0.008
2020-11-26,0.713,0.006
2020-11-27,0.712,-0.001
2020-11-30,0.716,0.004
2020-12-01,0.715,-0.001
2020-12-02,0.716,0.001
2020-12-03,0.714,-0.002
2020-12-04,0.71,-0.004
2020-12-07,0.709,-0.001
2020-12-08,0.708,-0.001
2020-12-09,0.71,0.002
2020-12-10,0.71,0.0
2020-12-11,0.713,0.003
2020-12-14,0.715,0.002
2020-12-15,0.715,0.0
2020-12-16,0.719,0.004
2020-12-17,0.726,0.007
2020-12-18,0.722,-0.004
2020-12-21,0.72,-0.002
2020-12-22,0.715,-0.005
2020-12-23,0.71,-0.005
2020-12-24,0.722,0.012
2020-12-28,0.728,0.006
2020-12-29,0.736,0.008
2020-12-30,0.741,0.005
2020-12-31,0.741,0.0
